SSID,BSSID,Capabilities,frequency
inventory,9c:1c:12:56:f8:a0,[WPA2-PSK-CCMP][ESS],2437
NERDlink_2.4_ext_1,28:10:7b:22:17:b2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2412
NERD_VoIP,00:1d:7e:21:49:9d,[WEP][ESS],2437
Victoria Gardens WI-FI,00:18:0a:51:36:9f,[ESS],2412
T Home Network,92:b0:b3:12:40:71,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2437
MTA NET,90:72:40:12:b3:b0,[WPA2-PSK-CCMP][ESS],2437
Kings Fish House,00:17:c5:03:2c:f6,[ESS],2462
YYCW5,18:1b:eb:29:ce:ee,[WPA2-PSK-CCMP][ESS],2437
On Cue Wifi,6c:70:9f:df:b1:8c,[WPA2-PSK-CCMP][ESS],2437
Hops,00:3a:9a:b9:fd:51,[WPA2-EAP-CCMP][ESS],5785
DRI_vista,00:3a:9a:b9:fd:50,[WPA2-EAP-CCMP][ESS],5785
OAR18,00:03:52:de:11:10,[WPA-PSK-TKIP][ESS],2452
forestcity,00:11:5c:03:3a:41,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],2432
belkin.bb2,08:86:3b:37:ab:b2,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2462
HP-Print-EB-Officejet Pro 8600,9c:b6:54:55:b3:eb,[WPA2-PSK-CCMP][ESS],2462
linksy,00:25:9c:ce:0a:2d,[WPA-PSK-TKIP][WPS][ESS],2437
FreedomPop_e840,20:10:7a:df:4e:a0,[WPA2-PSK-CCMP][ESS],2442
YHGuest,00:3a:9a:bb:6b:93,[ESS],2412
VictoriaGardens,00:11:5c:03:3a:40,[ESS],2432
Google Starbucks,24:de:c6:64:9b:a8,[ESS],5805
VGCA-DW2,00:30:44:19:49:e4,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2437
Photo Kiosk WiFi,c4:6e:1f:8c:49:96,[WPA2-PSK-CCMP][WPS][ESS],2447
Verizon-MiFi5510L-2F23,00:15:ff:8d:2f:23,[WPA2-PSK-CCMP][ESS],2412
Horizon_Solar,78:cd:8e:05:7c:88,[WPA2-PSK-CCMP][ESS],2462
2755000,00:1a:1e:e3:72:6b,[WPA2-EAP-CCMP][ESS],5825
2755010,00:1a:1e:e3:72:69,[WPA2-EAP-CCMP][ESS],5825
SANTA_HOUSE,9c:ad:97:51:9b:7d,[WPA2-PSK-CCMP][ESS],2462
2755002,00:1a:1e:e3:72:6a,[WPA2-EAP-CCMP][ESS],5825
CPK,00:1a:1e:e3:72:68,[ESS],5825
ANRIAP,e0:91:f5:f4:9f:2b,[WPA2-PSK-CCMP][WPS][ESS],2437
JECSI_Int,b0:fa:eb:fe:9f:6f,[WPA2-EAP-CCMP-preauth][ESS],2437
ANRIAP5G,e0:91:f5:f4:9f:2a,[WPA2-PSK-CCMP][WPS][ESS],5180
BENANDJERRYS,00:26:f2:bc:ec:70,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2412
TKRancho,ac:22:0b:91:71:1c,[WPA2-PSK-CCMP][ESS],2437
1809u,00:a0:f8:d5:a0:6d,[WPA-EAP-TKIP][WPA2-EAP-CCMP+TKIP][ESS],5220
Victoria Gardens WI-FI-scanning,00:18:0a:51:34:f8,[ESS],2412
Urban Guest WiFi,00:a0:f8:d5:a0:6e,[ESS],5220
